Order,Family,ScientificName,CommonName,RangeExtent,AreaOfOccupancy,LongTermTrend,SRank,GRrank
Hymenoptera,Apidae,Melissodes dentiventris,Tooth-bellied Long-horned Bee,E,D,U,S2S3,GNR
Hymenoptera,Apidae,Melissodes desponsus,Thistle Long-horned Bee,F,EI,G,S3S4,GNR
Hymenoptera,Apidae,Melissodes druriellus,Drury's Long-horned Bee,F,E,G,S3,GNR
Hymenoptera,Apidae,Melissodes illatus,Valiant Long-horned Bee,F,E,G,S3,GNR
Hymenoptera,Apidae,Melissodes niveus,a callirhoe bee,E,C,U,S2,GNR
Hymenoptera,Apidae,Melissodes subillatus,Vigorous Long-horned Bee,F,EI,G,S3S4,GNR
Hymenoptera,Apidae,Melissodes trinodis,Three-knotted Long-horned Bee,EF,EI,G,S3S4,GNR
Hymenoptera,Megachilidae,Megachile addenda,Cranberry Leafcutter Bee,EF,D,U,S2S3,G5
Hymenoptera,Megachilidae,Megachile apicalis,Apical Leafcutter Bee,D,D,U,SNA,G4G5
Hymenoptera,Megachilidae,Megachile brevis,Short Leafcutter Bee,F,DE,G,S3?,G5
Hymenoptera,Megachilidae,Megachile campanulae,Bellflower Leafcutter Bee,F,E,G,S3,G5
Hymenoptera,Megachilidae,Megachile centuncularis,Common Leafcutter Bee,EF,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Megachile ericetorum,a leafcutter bee,A,B,U,S1,GNR
Hymenoptera,Megachilidae,Megachile exilis,a leafcutter bee,A,A,U,S1,G5
Hymenoptera,Megachilidae,Megachile frigida,Frigid Leafcutter Bee,F,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Megachile frugalis,a leafcutter bee,A,B,U,S1,G4G5
Hymenoptera,Megachilidae,Megachile gemula,Small-handed Leafcutter Bee,F,E,G,S3,G5
Hymenoptera,Megachilidae,Megachile gentilis,Gentle Leafcutter Bee,A,A,U,S1,G5
Hymenoptera,Megachilidae,Megachile georgica,a leafcutter bee,A,A,U,S1,G4
Hymenoptera,Megachilidae,Megachile inermis,Unarmed Leafcutter Bee,F,E,G,S3,G5
Hymenoptera,Megachilidae,Megachile inimica,Hostile Leaf-cutter Bee,EF,D,HI,S2S3,G5
Hymenoptera,Megachilidae,Megachile lapponica,Lapland Leafcutter Bee,F,E,HI,S3,G5
Hymenoptera,Megachilidae,Megachile latimanus,Broad-handed Leafcutter Bee,F,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Megachile lippiae,Lippia Leafcutter Bee,D,C,U,S2,G5
Hymenoptera,Megachilidae,Megachile melanophaea,Black-and-gray Leafcutter Bee,F,D,AF,S2S3,G5
Hymenoptera,Megachilidae,Megachile mendica,Beggar Leafcutter Bee,FG,FI,G,S3S5,G5
Hymenoptera,Megachilidae,Megachile montivaga,Hills Leafcutter Bee,F,D,U,S3?,G5
Hymenoptera,Megachilidae,Megachile mucida,a leafcutter bee,DE,C,U,S2,G4
Hymenoptera,Megachilidae,Megachile petulans,Petulant Leaf-cutter Bee,A,A,U,S1,G5
Hymenoptera,Megachilidae,Megachile pugnata,Pugnacious Leafcutter Bee,EF,EI,GI,S3S5,G5
Hymenoptera,Megachilidae,Megachile pusilla,a leaf-cutter bee,C,D,U,SNA,G5
Hymenoptera,Megachilidae,Megachile relativa,Relative Leafcutter Bee,F,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Megachile rotundata,Alfalfa Leafcutter Bee,EF,EI,G,SNA,G5
Hymenoptera,Megachilidae,Megachile rugifrons,a leafcutter bee,Z,Z,U,SH,G2G3
Hymenoptera,Megachilidae,Megachile sculpturalis,Giant Leafcutter Bee,F,FI,HI,SNA,G5
Hymenoptera,Megachilidae,Megachile texana,Texas Leafcutter Bee,EF,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Osmia albiventris,White-bellied Mason Bee,F,D,G,S3?,G4?
Hymenoptera,Megachilidae,Osmia atriventris,Maine Blueberry Bee,F,E,G,S3,G5
Hymenoptera,Megachilidae,Osmia bucephala,Bufflehead Mason Bee,F,EI,G,S3S4,G5
Hymenoptera,Megachilidae,Osmia caerulescens,Blue Mason Bee,F,C,AF,SNA,G5
Hymenoptera,Megachilidae,Osmia calaminthae,Blue Calamintha Bee,U,U,U,SU,G1
Hymenoptera,Megachilidae,Osmia chalybea,a mason bee,A,A,U,S1,G4G5
Hymenoptera,Megachilidae,Osmia collinsiae,Collins's Mason Bee,F,D,U,S3?,G5
Hymenoptera,Megachilidae,Osmia conjuncta,Eastern Snail Shell Mason Bee,D,D,U,S2S3,G5
Hymenoptera,Megachilidae,Osmia cornifrons,Hornfaced Bee,F,EI,HI,SNA,G5
Hymenoptera,Megachilidae,Osmia distincta,Distinct Mason Bee,F,D,G,S3?,G5
Hymenoptera,Megachilidae,Osmia felti,Felt's Mason Bee,A,B,U,S1,G2G4
Hymenoptera,Megachilidae,Osmia georgica,Georgia Mason Bee,EF,D,U,S2S3,G5
Hymenoptera,Megachilidae,Osmia inermis,Unarmed Mason Bee,F,D,U,S3?,G5
Hymenoptera,Megachilidae,Osmia inspergens,Shiny-faced Mason Bee,F,D,U,S3?,G5
Hymenoptera,Megachilidae,Osmia laticeps,Holarctic Blueberry Mason Bee,A,A,U,S1,G5
Hymenoptera,Megachilidae,Osmia lignaria,Blue Orchard Bee,F,E,G,S3,G5
Hymenoptera,Megachilidae,Osmia nigriventris,Large Black-bellied Mason Bee,A,A,U,S1,G5
Hymenoptera,Megachilidae,Osmia proxima,Friendly Mason Bee,A,A,AF,S1,G4G5
Hymenoptera,Megachilidae,Osmia pumila,Dwarf Mason Bee,F,FI,G,S3S5,G5
Hymenoptera,Megachilidae,Osmia simillima,Similar Mason Bee,AE,C,AF,S1S2,G5
Hymenoptera,Megachilidae,Osmia subarctica,a mason bee,A,A,U,S1,G2G4Q
Hymenoptera,Megachilidae,Osmia taurus,a mason bee,F,D,HI,SNA,G5
Hymenoptera,Megachilidae,Osmia tersula,Wide-banded Mason Bee,D,C,U,S2,G5
Hymenoptera,Megachilidae,Osmia texana,Texas Mason Bee,A,B,U,S1,G5
Hymenoptera,Megachilidae,Osmia virga,Twig Mason Bee,F,D,HI,S3,G5
Hymenoptera,Melittidae,Macropis ciliata,Fringed Loosestrife Oil-collecting Bee,C,C,AF,S1S2,GNR
Hymenoptera,Melittidae,Macropis nuda,Common Loosestrife Oil Bee,F,D,AF,S2?,GNR
Hymenoptera,Melittidae,Macropis patellata,Patellar Oil-collecting Bee,D,C,AF,S1S2,GNR
Hymenoptera,Melittidae,Melitta americana,Cranberry Oil Bee,Z,Z,U,SH,GNR
Hymenoptera,Melittidae,Melitta eickworti,Deerberry Melitta,A,B,U,S1,GNR
Hymenoptera,Melittidae,Melitta melittoides,a melittid bee,A,A,U,S1,GNR
Lepidoptera,Noctuidae,Schinia arcigera,Arcigera Flower Moth,F,EI,G,S4S5,G5
Lepidoptera,Noctuidae,Schinia florida,Evening Primrose Moth,F,EI,G,S4S5,G5
Lepidoptera,Noctuidae,Schinia gracilenta,Slender Flower Moth,D,D,U,SU,G4G5
Lepidoptera,Noctuidae,Schinia lynx,Lynx Flower Moth,F,D,G,S4,G5
Lepidoptera,Noctuidae,Schinia nubila,Camphorweed Flower Moth,C,D,HI,S3,G5
Lepidoptera,Noctuidae,Schinia nundina,Goldenrod Flower Moth,EF,D,G,S3?,G5
Lepidoptera,Noctuidae,Schinia obscurata,Erigeron Flower Moth,F,C,G,S3,G4
Lepidoptera,Noctuidae,Schinia rivulosa,Ragweed Flower Moth,F,E,G,S4,G5
Lepidoptera,Noctuidae,Schinia saturata,Brown Flower Moth,C,D,U,SU,G5
Lepidoptera,Noctuidae,Schinia septentrionalis,Northern Flower Moth,Z,Z,AB,SH,G3G4
Lepidoptera,Noctuidae,Schinia spinosae,Spinose Flower Moth,D,D,U,SU,G4
Lepidoptera,Noctuidae,Schinia thoreaui,Thoreau's Flower Moth,U,U,U,SU,G5
Lepidoptera,Noctuidae,Schinia trifascia,Three-lined Flower Moth,EF,DE,G,S3S4,G5
Lepidoptera,Noctuidae,Schinia tuberculum,Golden Aster Flower Moth,A,A,U,S1,G4
Lepidoptera,Sphingidae,Aellopos tantalus,Tantalus Sphinx,U,U,U,SNA,G4G5
Lepidoptera,Sphingidae,Aellopos titan,Titan Sphinx,A,A,U,SNA,G5
Lepidoptera,Sphingidae,Agrius cingulata,Pink-spotted Hawk Moth,F,D,G,SNA,G5
Lepidoptera,Sphingidae,Amorpha juglandis,Walnut Sphinx Moth,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Amphion floridensis,Nessus Sphinx Moth,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Cautethia grotei,Grote's Sphinx,Z,Z,U,SNA,G4
Lepidoptera,Sphingidae,Ceratomia amyntor,Elm Sphinx Moth,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Ceratomia catalpae,Catalpa Hornworm,DE,D,U,SU,G5
Lepidoptera,Sphingidae,Ceratomia undulosa,Waved Sphinx Moth,F,FI,G,S3S4,G5
Lepidoptera,Sphingidae,Darapsa choerilus,Azalea Sphinx Moth,F,EI,AF,S3S5,G5
Lepidoptera,Sphingidae,Darapsa myron,Virginia Creeper Sphinx,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Darapsa versicolor,Hydrangea Sphinx,F,D,AD,S2,G4?
Lepidoptera,Sphingidae,Deidamia inscripta,Lettered Sphinx,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Dolba hyloeus,Pawpaw Sphinx Moth,F,E,G,S4,G5
Lepidoptera,Sphingidae,Enyo lugubris,Mournful Sphinx,Z,Z,U,SNA,G5
Lepidoptera,Sphingidae,Erinnyis ello,Ello Sphinx,U,U,AB,SNA,G5
Lepidoptera,Sphingidae,Eumorpha achemon,Achemon Sphinx,D,C,AD,SNA,G5
Lepidoptera,Sphingidae,Eumorpha fasciatus,Banded Sphinx,D,D,HI,S3,G5
Lepidoptera,Sphingidae,Eumorpha pandorus,Pandorus Sphinx,F,FI,GI,S4S5,G5
Lepidoptera,Sphingidae,Eumorpha satellitia,Satellite Sphinx,A,A,U,SNA,G5
Lepidoptera,Sphingidae,Eumorpha vitis,Vine Sphinx,U,U,U,SNA,G5
Lepidoptera,Sphingidae,Hemaris aethra,a bumblebee clearwing,A,B,U,S1,G4
Lepidoptera,Sphingidae,Hemaris diffinis,Snowberry Clearwing,F,FI,GI,S4S5,G5
Lepidoptera,Sphingidae,Hemaris gracilis,Slender Clearwing,F,D,G,S4,G3G4
Lepidoptera,Sphingidae,Hemaris thysbe,Hummingbird Clearwing,FG,GI,GI,S5,G5
Lepidoptera,Sphingidae,Hyles euphorbiae,Leafy Spurge Hawkmoth,F,D,U,SNA,G5
Lepidoptera,Sphingidae,Hyles gallii,Galium Sphinx,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Hyles lineata,White-lined Sphinx Moth,EF,EI,AF,S3S5,G5
Lepidoptera,Sphingidae,Lapara bombycoides,Northern Pine Sphinx Moth,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Lapara coniferarum,Southern Pine Sphinx,F,D,AF,S3,G5
Lepidoptera,Sphingidae,Lintneria eremitus,Hermit Sphinx Moth,F,EI,G,S4S5,G4G5
Lepidoptera,Sphingidae,Manduca brontes,Cuban Sphinx Moth,U,U,U,SNA,GNR
Lepidoptera,Sphingidae,Manduca jasminearum,Ash Sphinx,C,C,AF,S1,G4G5
Lepidoptera,Sphingidae,Manduca quinquemaculata,Five-spotted Hawk Moth,F,D,AD,S3,G5
Lepidoptera,Sphingidae,Manduca rustica,Rustic Sphinx,A,A,U,SNA,G5
Lepidoptera,Sphingidae,Manduca sexta,Carolina Sphinx,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Pachysphinx modesta,Big Poplar Sphinx Moth,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Paonias astylus,Huckleberry Sphinx,E,D,G,S3,G4G5
Lepidoptera,Sphingidae,Paonias excaecata,Blinded Sphinx Moth,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Paonias myops,Small-eyed Sphinx Moth,F,FI,G,S4S5,G5
Lepidoptera,Sphingidae,Paratrea plebeja,Trumpet Vine Sphinx,D,C,G,S3,G5
Lepidoptera,Sphingidae,Proserpinus flavofasciata,Yellow-banded Day Sphinx Moth,Z,Z,U,SH,G4G5
Lepidoptera,Sphingidae,Smerinthus cerisyi,One-eyed Sphinx Moth,EF,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Smerinthus jamaicensis,Twin-spotted Sphinx Moth,F,EI,AF,S3S5,G5
Lepidoptera,Sphingidae,Sphecodina abbottii,Abbott's Sphinx Moth,F,EI,G,S4S5,G5
Lepidoptera,Sphingidae,Sphinx canadensis,Canadian Sphinx Moth,D,C,U,S2,G4
Lepidoptera,Sphingidae,Sphinx chersis,Great Ash Sphinx Moth,F,EI,AD,S2S4,G4
Lepidoptera,Sphingidae,Sphinx drupiferarum,Wild Cherry Sphinx Moth,C,C,AD,S1S2,G3G5
Lepidoptera,Sphingidae,Sphinx franckii,Franck's Sphinx,A,A,U,S1,G4G5
Lepidoptera,Sphingidae,Sphinx gordius,Apple Sphinx Moth,F,D,AD,S3,G4G5
Lepidoptera,Sphingidae,Sphinx kalmiae,Fawn Sphinx Moth,F,EI,G,S3S4,G5
Lepidoptera,Sphingidae,Sphinx luscitiosa,Clemens' Sphinx,A,A,AD,S1,G5
Lepidoptera,Sphingidae,Sphinx poecila,Northern Apple Sphinx Moth,F,DE,G,S4,G5
Lepidoptera,Sphingidae,Xylophanes tersa,Tersa Sphinx,DE,D,G,SNA,G5
